place_name,place_url,reviews_count,scraped_on
Sanjay Van,"https://www.google.com/maps/place/Sanjay+Van/@28.6325348,77.4357627,15z/data=!4m8!3m7!1s0x390d1de3be903ec1:0xcc7774630326a494!8m2!3d28.5309072!4d77.180149!9m1!1b1!16s%2Fm%2F0jzxxdy?entry=ttu&g_ep=EgoyMDI1MDQyOS4wIKXMDSoASAFQAw%3D%3D",8,2025-05-02 21:05:33
Indraprastha Park,"https://www.google.com/maps/place/Indraprastha+Park/@28.6325348,77.4357627,15z/data=!4m8!3m7!1s0x390ce31194b67ceb:0x4b9e4046911786e1!8m2!3d28.5966628!4d77.2546715!9m1!1b1!16s%2Fm%2F0280964?entry=ttu&g_ep=EgoyMDI1MDQyOS4wIKXMDSoASAFQAw%3D%3D",8,2025-05-02 21:06:17
Nehru Park,"https://www.google.com/maps/place/Nehru+Park+New+Delhi/@28.6325348,77.4357627,15z/data=!4m8!3m7!1s0x390d1d62472e6819:0xc450cbff112a9f61!8m2!3d28.5909682!4d77.1931909!9m1!1b1!16s%2Fm%2F03ynvwk?entry=ttu&g_ep=EgoyMDI1MDQyOS4wIKXMDSoASAFQAw%3D%3D",8,2025-05-02 21:06:58
Chennai International Airport,"https://www.google.com/maps/place/Chennai+International+Airport/@28.6325348,77.4357627,15z/data=!4m8!3m7!1s0x3a525e1f5da86397:0x21092f216ee26e47!8m2!3d12.9939595!4d80.1706653!9m1!1b1!16zL20vMDFyOGd4?entry=ttu&g_ep=EgoyMDI1MDQyOS4wIKXMDSoASAFQAw%3D%3D",8,2025-05-02 21:07:41
Madhavaram Mofussil Bus Terminus,"https://www.google.com/maps/place/Madhavaram+Mofussil+Bus+Terminus+(MMBT)/@28.6325348,77.4357627,15z/data=!4m8!3m7!1s0x3a5265f945eb68eb:0x804c43084bbbace3!8m2!3d13.1453066!4d80.2214565!9m1!1b1!16s%2Fg%2F11fkf0w0q6?entry=ttu&g_ep=EgoyMDI1MDQyOS4wIKXMDSoASAFQAw%3D%3D",8,2025-05-02 21:08:26
Mahabalipuram Shore Temple,"https://www.google.com/maps/place/Mahabalipuram+Shore+Temple/@28.6325348,77.4357627,15z/data=!4m8!3m7!1s0x3a53acae4b91fd6f:0xaa128d8a959b1141!8m2!3d12.6164515!4d80.1993321!9m1!1b1!16s%2Fm%2F0286_qq?entry=ttu&g_ep=EgoyMDI1MDQyOS4wIKXMDSoASAFQAw%3D%3D",8,2025-05-02 21:09:02
Arulmigu Kanthasamy Temple Thiruporur,"https://www.google.com/maps/place/Arulmigu+Kanthasamy+Temple+Thiruporur/@28.6325348,77.4357627,15z/data=!4m8!3m7!1s0x3a5251529bc6ee11:0xaf7056690ddfc919!8m2!3d12.7249372!4d80.1889885!9m1!1b1!16s%2Fg%2F11c0w5cc5k?entry=ttu&g_ep=EgoyMDI1MDQyOS4wIKXMDSoASAFQAw%3D%3D",8,2025-05-02 21:09:42
ISKCON Chennai,"https://www.google.com/maps/place/ISKCON+Chennai/@28.6325348,77.4357627,15z/data=!4m8!3m7!1s0x3a525c84d99d8737:0x7cc0e13bac30393b!8m2!3d12.906134!4d80.2419164!9m1!1b1!16s%2Fm%2F0jkz1mg?entry=ttu&g_ep=EgoyMDI1MDQyOS4wIKXMDSoASAFQAw%3D%3D",8,2025-05-02 21:10:27
Arulmigu Thiruthani Murugan Temple,"https://www.google.com/maps/place/Arulmigu+Thiruthani+Murugan+Temple/@28.6325348,77.4357627,15z/data=!4m8!3m7!1s0x3a52a51fbfd3971b:0x8e30e7ee32d3b38c!8m2!3d13.1717412!4d79.6038859!9m1!1b1!16s%2Fm%2F026g1vd?entry=ttu&g_ep=EgoyMDI1MDQyOS4wIKXMDSoASAFQAw%3D%3D",8,2025-05-02 21:11:09
Sri Kamakshi Amman Temple mangadu,"https://www.google.com/maps/place/Sri+Kamakshi+Amman+Temple+mangadu/@28.6325348,77.4357627,15z/data=!4m8!3m7!1s0x3a526032fb32ba19:0x2edcdbe15ab782ca!8m2!3d13.0300226!4d80.1102125!9m1!1b1!16s%2Fm%2F0k2dkvl?entry=ttu&g_ep=EgoyMDI1MDQyOS4wIKXMDSoASAFQAw%3D%3D",8,2025-05-02 21:11:49
Arulmigu Vadapalani Murugan Temple,"https://www.google.com/maps/place/Arulmigu+Vadapalani+Murugan+Temple/@28.6325348,77.4357627,15z/data=!4m8!3m7!1s0x3a5266ebc772bfc1:0x57c7c06d2918742b!8m2!3d13.0528421!4d80.2135209!9m1!1b1!16s%2Fm%2F05z_cn3?entry=ttu&g_ep=EgoyMDI1MDQyOS4wIKXMDSoASAFQAw%3D%3D",8,2025-05-02 21:12:30
Kandhakottam Temple,"https://www.google.com/maps/place/Kandhakottam+Temple/@28.6325348,77.4357627,15z/data=!4m8!3m7!1s0x3a526f55ae087f47:0x92eea08e9b07a5e5!8m2!3d13.0860483!4d80.2791535!9m1!1b1!16s%2Fg%2F1pxq2v47c?entry=ttu&g_ep=EgoyMDI1MDQyOS4wIKXMDSoASAFQAw%3D%3D",8,2025-05-02 21:13:15
Walajah Big Mosque,"https://www.google.com/maps/place/Walajah+Big+Mosque/@28.6325348,77.4357627,15z/data=!4m8!3m7!1s0x3a52661e94da5a53:0xca39ef1a56cdf242!8m2!3d13.06378!4d80.2725419!9m1!1b1!16s%2Fg%2F1tl7m400?entry=ttu&g_ep=EgoyMDI1MDQyOS4wIKXMDSoASAFQAw%3D%3D",8,2025-05-02 21:14:02
Arulmigu Sri Parthasarathy Perumal Temple Tiruvallikeni,"https://www.google.com/maps/place/Arulmigu+Sri+Parthasarathyswamy+Temple/@28.6325348,77.4357627,15z/data=!4m8!3m7!1s0x3a52689dfe1e93a1:0xaa50bb6e69dbeb20!8m2!3d13.0538068!4d80.2769561!9m1!1b1!16zL20vMDNjMjV2?entry=ttu&g_ep=EgoyMDI1MDQyOS4wIKXMDSoASAFQAw%3D%3D",8,2025-05-02 21:14:43
San Thome Basilica,"https://www.google.com/maps/place/Santhome+Cathedral+Basilica/@28.6325348,77.4357627,15z/data=!4m8!3m7!1s0x3a52687f5255b81f:0xa148dd2e4ab794de!8m2!3d13.0335957!4d80.2776894!9m1!1b1!16zL20vMGRnM19n?entry=ttu&g_ep=EgoyMDI1MDQyOS4wIKXMDSoASAFQAw%3D%3D",8,2025-05-02 21:15:26
Kapaleeshwarar Temple,"https://www.google.com/maps/place/Kapaleeshwarar+Temple/@28.6325348,77.4357627,15z/data=!4m8!3m7!1s0x3a5267d254b2e533:0xcb27d974b0bcdb89!8m2!3d13.0337268!4d80.269785!9m1!1b1!16s%2Fg%2F11jkyhgk0x?entry=ttu&g_ep=EgoyMDI1MDQyOS4wIKXMDSoASAFQAw%3D%3D",8,2025-05-02 21:16:07
Arulmigu Marundeeswarar Temple,"https://www.google.com/maps/place/Arulmigu+Marundeeswarar+Temple/@28.6325348,77.4357627,15z/data=!4m8!3m7!1s0x3a525d61ce09dd77:0x8e4490964f490bad!8m2!3d12.9848753!4d80.2600357!9m1!1b1!16s%2Fm%2F02w73x4?entry=ttu&g_ep=EgoyMDI1MDQyOS4wIKXMDSoASAFQAw%3D%3D",8,2025-05-02 21:16:46
"Shri Ashtalakshmi Temple, Chennai","https://www.google.com/maps/place/Shri+Ashtalakshmi+Temple/@28.6325348,77.4357627,15z/data=!4m8!3m7!1s0x3a5267f8c7c73f73:0x7acee9c16c9d6b57!8m2!3d12.9926039!4d80.2703902!9m1!1b1!16zL20vMDNjMjZ6?entry=ttu&g_ep=EgoyMDI1MDQyOS4wIKXMDSoASAFQAw%3D%3D",8,2025-05-02 21:17:33
Annai Velankanni Shrine,"https://www.google.com/maps/place/Annai+Vailankanni+Shrine/@12.9951777,80.2677508,17z/data=!4m8!3m7!1s0x3a5267f93662accd:0xfbabfb6b6ac9c78f!8m2!3d12.9951725!4d80.2703257!9m1!1b1!16s%2Fg%2F1tlk9tfl?entry=ttu&g_ep=EgoyMDI1MDQyOS4wIKXMDSoASAFQAw%3D%3D",8,2025-05-02 21:18:15
Marina Beach,"https://www.google.com/maps/place/Marina+Beach/@28.6325348,77.4357627,15z/data=!4m8!3m7!1s0x3a52689bb60132bb:0x549cf8edf62b60a!8m2!3d13.0499526!4d80.2824026!9m1!1b1!16zL20vMDFrcmd4?entry=ttu&g_ep=EgoyMDI1MDQyOS4wIKXMDSoASAFQAw%3D%3D",8,2025-05-02 21:18:52
Edward Elliot's Beach (Besant Nagar Beach),"https://www.google.com/maps/place/Edward+Elliot's+Beach/@28.6325348,77.4357627,15z/data=!4m8!3m7!1s0x3a5267e32aae06d9:0x844d8b2b103cf191!8m2!3d12.9988631!4d80.271761!9m1!1b1!16s%2Fm%2F02vl2kr?entry=ttu&g_ep=EgoyMDI1MDQyOS4wIKXMDSoASAFQAw%3D%3D",8,2025-05-02 21:19:34
Thiruvalluvar Nagar Beach (Breezy Beach),"https://www.google.com/maps/place/Thiruvalluvar+Nagar+Beach/@28.6325348,77.4357627,15z/data=!4m8!3m7!1s0x3a525d4f4d093b9b:0x8266c8dcda901d5f!8m2!3d12.9736122!4d80.2664556!9m1!1b1!16s%2Fg%2F1vxdwqcc?entry=ttu&g_ep=EgoyMDI1MDQyOS4wIKXMDSoASAFQAw%3D%3D",8,2025-05-02 21:20:17
The Madras Crocodile Bank Trust and Centre for Herpetology,https://www.google.com/maps,0,2025-05-02 21:20:57
Kovalam Creek (The Great Salt Lake),"https://www.google.com/maps/place/The+Great+Salt+Lake/@28.6325348,77.4357627,15z/data=!4m8!3m7!1s0x3a52516019856429:0xf0629f56e99af55c!8m2!3d12.7444383!4d80.2153998!9m1!1b1!16s%2Fg%2F1q2w2hkwy?entry=ttu&g_ep=EgoyMDI1MDQyOS4wIKXMDSoASAFQAw%3D%3D",8,2025-05-02 21:21:09
Arignar Anna Zoological Park,"https://www.google.com/maps/place/Arignar+Anna+Zoological+Park/@28.6325348,77.4357627,15z/data=!4m8!3m7!1s0x3a52f604b07fd4cd:0xb2f00bc9eb6c9c86!8m2!3d12.8801091!4d80.080892!9m1!1b1!16zL20vMDc3Mmp0?entry=ttu&g_ep=EgoyMDI1MDQyOS4wIKXMDSoASAFQAw%3D%3D",8,2025-05-02 21:21:44
Vedanthangal Bird Sanctuary,"https://www.google.com/maps/place/Vedanthangal+Bird+Sanctuary/@28.6325348,77.4357627,15z/data=!4m8!3m7!1s0x3a531c41b9d3652d:0x61e0072c7991c53d!8m2!3d12.5454597!4d79.8560694!9m1!1b1!16s%2Fm%2F051y0t1?entry=ttu&g_ep=EgoyMDI1MDQyOS4wIKXMDSoASAFQAw%3D%3D",8,2025-05-02 21:22:28
Snake Park (Guindy National Park),"https://www.google.com/maps/place/Chennai+Snake+Park/@28.6325348,77.4357627,15z/data=!4m8!3m7!1s0x3a52677153d87453:0xb45746d9feaae607!8m2!3d13.004233!4d80.2386284!9m1!1b1!16s%2Fm%2F0h3n93_?entry=ttu&g_ep=EgoyMDI1MDQyOS4wIKXMDSoASAFQAw%3D%3D",8,2025-05-02 21:23:13
Puzhal Lake (Red Hills Lake),"https://www.google.com/maps/place/Puzhal+aeri/@28.6325348,77.4357627,15z/data=!4m8!3m7!1s0x3a52634c62a476a5:0xb96fb67caa592bcb!8m2!3d13.166667!4d80.171528!9m1!1b1!16zL20vMDc3MzBt?entry=ttu&g_ep=EgoyMDI1MDQyOS4wIKXMDSoASAFQAw%3D%3D",8,2025-05-02 21:23:55
Chembarambakkam Lake,"https://www.google.com/maps/place/Chembarambakkam+Lake/@28.6325348,77.4357627,15z/data=!4m8!3m7!1s0x3a528ae3b87457e9:0x33b7df024186abbb!8m2!3d13.0114448!4d80.0590804!9m1!1b1!16zL20vMDc2bXN0?entry=ttu&g_ep=EgoyMDI1MDQyOS4wIKXMDSoASAFQAw%3D%3D",8,2025-05-02 21:24:29
Adyar River,"https://www.google.com/maps/place/Adyar+River/@28.6325348,77.4357627,15z/data=!4m8!3m7!1s0x3a52f578b683b7a7:0x4feaf2a563c26680!8m2!3d12.9906703!4d80.1340693!9m1!1b1!16zL20vMDc2bTZw?entry=ttu&g_ep=EgoyMDI1MDQyOS4wIKXMDSoASAFQAw%3D%3D",8,2025-05-02 21:25:08
Cooum River,"https://www.google.com/maps/place/Cooum+River/@28.6325348,77.4357627,15z/data=!4m8!3m7!1s0x3a5268a8303e5dc7:0x871559c3c4532a3!8m2!3d13.0874623!4d80.0293009!9m1!1b1!16zL20vMDZjbm5n?entry=ttu&g_ep=EgoyMDI1MDQyOS4wIKXMDSoASAFQAw%3D%3D",8,2025-05-02 21:25:46
Adyar Eco-Park (Tholkappia Poonga),"https://www.google.com/maps/place/Adyar+Eco-Park/@28.6325348,77.4357627,15z/data=!4m8!3m7!1s0x3a5267dcaa41f623:0x8156472c366fcef2!8m2!3d13.0191915!4d80.2646894!9m1!1b1!16s%2Fm%2F02w9p52?entry=ttu&g_ep=EgoyMDI1MDQyOS4wIKXMDSoASAFQAw%3D%3D",8,2025-05-02 21:26:21
Semmozhi Poonga,"https://www.google.com/maps/place/Semmozhi+Poonga/@28.6325348,77.4357627,15z/data=!4m8!3m7!1s0x3a526646fd0e5771:0x8953747b4da657db!8m2!3d13.0505371!4d80.2514128!9m1!1b1!16s%2Fm%2F0dlnnsc?entry=ttu&g_ep=EgoyMDI1MDQyOS4wIKXMDSoASAFQAw%3D%3D",8,2025-05-02 21:27:05
Dakshina Chitra Heritage Museum,"https://www.google.com/maps/place/Dakshina+Chitra+Heritage+Museum/@28.6325348,77.4357627,15z/data=!4m8!3m7!1s0x3a525a8e2bb47f8f:0x58a72389ff4df633!8m2!3d12.8229686!4d80.2417465!9m1!1b1!16zL20vMGRfd2ds?entry=ttu&g_ep=EgoyMDI1MDQyOS4wIKXMDSoASAFQAw%3D%3D",8,2025-05-02 21:27:46
Kalakshetra Foundation,"https://www.google.com/maps/place/Kalakshetra+Foundation/@28.6325348,77.4357627,15z/data=!4m8!3m7!1s0x3a525d5f5aec0807:0x4972a0e944f75705!8m2!3d12.9886419!4d80.2624443!9m1!1b1!16zL20vMDE2c2oy?entry=ttu&g_ep=EgoyMDI1MDQyOS4wIKXMDSoASAFQAw%3D%3D",8,2025-05-02 21:28:43
B.M. Birla Planetarium,"https://www.google.com/maps/place/B.M.+Birla+Planetarium/@28.6325348,77.4357627,15z/data=!4m8!3m7!1s0x3a526797fbb0104f:0xc8aab9b4085be311!8m2!3d13.0119334!4d80.2440367!9m1!1b1!16s%2Fm%2F0dlknws?entry=ttu&g_ep=EgoyMDI1MDQyOS4wIKXMDSoASAFQAw%3D%3D",8,2025-05-02 21:29:26
